utterance,category,intent
could you ask Alexa how I could notifyy a problem making a payment ?,PAYMENT,payment_issue
check the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
can you tell me if I can check my deliveries?,ORDER,track_order
can I create several online accounts with a single email address?,ACCOUNT,create_account
"could you ask Alexa how to report payment issues, please?",PAYMENT,payment_issue
"i wanna retrieve my account password, what do i  have to do?",ACCOUNT,recover_password
where do I see the status of my refund?,REFUNDS,track_refund
can u ask alexa if i can solve a payment issue?,PAYMENT,payment_issue
could I remove my fucking profile?,ACCOUNT,delete_account
"I got an error message when I tried to make a payment, but I was charged anyway and I want to report it",PAYMENT,payment_issue
tell me what the number of Customer Support is,CONTACT,contact_customer_service
"please, can you ask Alexa how to change my purchase?",ORDER,change_order
"i want information, how can i contact customer support?",CONTACT,contact_customer_service
help me close my profile,ACCOUNT,delete_account
"I got an error when I tried to pay, but I was charged anyway, can you notify it?",PAYMENT,payment_issue
"i got an error when i attempted to make a payment, but i was charged anyway, help me inform of it",PAYMENT,payment_issue
"I changed my mind, what should I do to close my account?",ACCOUNT,delete_account
I'm interested in your money back policy and I need informtaion abuot it,REFUNDS,check_refund_policy
tell me if I can request a bill,INVOICES,get_invoice
"i dont have a fucking shipping address, what do i have to do to set it up?",SHIPPING,set_up_shipping_address
"I have no online account, help me register",ACCOUNT,create_account
"please, could u ask alexa if i could create an account?",ACCOUNT,create_account
can you show me the delivery period for my tickets?,DELIVERY,delivery_period
"I changed my mind, what should I do to cancel my profile?",ACCOUNT,delete_account
can you give me information about the ticket delivery options?,DELIVERY,delivery_options
"i wannaq obtai a reimbursement, can u help me?",REFUNDS,get_refund
what can i get a refund for?,REFUNDS,get_refund
"i cant remember my account password, i need hjelp retrieving it",ACCOUNT,recover_password
"someone stole my account password, what do I have to do?",ACCOUNT,recover_password
"i want to obtain a bill, caan you show me some information?",INVOICES,get_invoice
"I don't know anything about your refund policy, tell me about it",REFUNDS,check_refund_policy
"please, ask alexa how i can contact customer support",CONTACT,contact_customer_service
tell me how to subscribe to the newsletter,NEWSLETTER,newsletter_subscription
"u are not helping, help me contact someone",CONTACT,contact_human_agent
"an error message pops when I attempt to pay, what should I do?",PAYMENT,payment_issue
"I want to check your payment methods, what do I have to do?",PAYMENT,check_payment_methods
"please, can you ask alexa if I can track my shipment?",ORDER,track_order
"please, can you ask Alexa where I can see my invoices?",INVOICES,check_invoices
where can I report a problem  making a payment?,PAYMENT,payment_issue
"the concert was cancelled, how do I request a reimbursement?",REFUNDS,get_refund
"I want to track my shipments, can you tell me where to do it?",ORDER,track_order
"I changed my mind, what can I do to cancel my profile?",ACCOUNT,delete_account
"someone stole my password, what should I do?",ACCOUNT,recover_password
"I purchased soemthing, can i chbange my purchase?",ORDER,change_order
"i wanna notify a payment issue, what should i do?",PAYMENT,payment_issue
"I got an error when I tried to pay, but I was charged anyway, what should I do to inform of it?",PAYMENT,payment_issue
"please, can you ask Alexa where I can inform of fucking payment problems?",PAYMENT,payment_issue
i wanna know how go know where my package is,ORDER,track_order
"I got an error when I tried to make a payment, but I was charged anyway, how can I inform of it?",PAYMENT,payment_issue
can i report an issue paying?,PAYMENT,payment_issue
ask alexa to provide information about my invoice,INVOICES,check_invoices
could u ask alexa if I could track my packages?,ORDER,track_order
how do i report problems with my payment?,PAYMENT,payment_issue
"I need a usre account, what do I have to do to create one ?",ACCOUNT,create_account
"I want to file a review, what do I have to do?",FEEDBACK,review
ask alexa where i can delete my online account,ACCOUNT,delete_account
I want to get information about downloading some invoices,INVOICES,get_invoice
i need an online account and i want to create one,ACCOUNT,create_account
how to contact client service,CONTACT,contact_customer_service
"I lost my password, I need hlp recovering it",ACCOUNT,recover_password
"I got an error message when I tried to make a payment, but I was charged anyway, I need help informing of it",PAYMENT,payment_issue
can you tell me what the email address of Client Service is?,CONTACT,contact_customer_service
"ive got no fucking online account, i need help registering",ACCOUNT,create_account
I found a problem while creating an account,ACCOUNT,registration_problems
"I don't like the service, I need help making a consumer complaint",FEEDBACK,complaint
whats thd phone number of client service?,CONTACT,contact_customer_service
could u askalexa ohw to check their fucking money back guarantee?,REFUNDS,check_refund_policy
i can't find my bill and i want to see it,INVOICES,check_invoices
"I want to create an online account, what can I do?",ACCOUNT,create_account
where canm I  view my invoices?,INVOICES,check_invoices
"you're not helping, could I contact a human agent, please?",CONTACT,contact_human_agent
"please, could you ask lAexa how I can receive a refund?",REFUNDS,get_refund
"I have a problem making a payment , how can I report it?",PAYMENT,payment_issue
"I got an error when I tried to make a payment, but I was charged anyway, help me notify it ,  please",PAYMENT,payment_issue
I don't have an account and I want to open one,ACCOUNT,create_account
where to notify problems with my payment,PAYMENT,payment_issue
"I have an issue paying for my order, can I inform of it?",PAYMENT,payment_issue
"someone stole my account password, can I reset it?",ACCOUNT,recover_password
"I wanna ask for informztion about getting some invocies, please",INVOICES,get_invoice
I want to know if I can register more than one user account with a single email,ACCOUNT,create_account
how to solve a problem making a  payment,PAYMENT,payment_issue
"the event was cancelled, how can I get a refund?",REFUNDS,get_refund
tell me if I can create more than one account with the same email,ACCOUNT,create_account
the event was cancelled and i wanna obtain a reimbusement,REFUNDS,get_refund
"I got an error message when I tried to pay, but my card was charged anyway, report it",PAYMENT,payment_issue
"I purchased an item, what can i do to modify my order?",ORDER,change_order
"I want a reimbursement, what do I have to do to request one?",REFUNDS,get_refund
"I changed my mind, how can I close my user account?",ACCOUNT,delete_account
"my profile was hacked, can u recover it?",ACCOUNT,recover_password
"you're not helping, can I talk to someone?",CONTACT,contact_human_agent
"I've got no profile, I need help creating one",ACCOUNT,create_account
"i losg my invoices, what  should i do to view them?",INVOICES,check_invoices
I want information about requesting a bill,INVOICES,get_invoice
"I lost my invoice, help me see it",INVOICES,check_invoices
i wanna know how I can download some invoices,INVOICES,get_invoice
how can I talk to Client Service?,CONTACT,contact_customer_service
i have a problem making a payment with card and i want to notify it,PAYMENT,payment_issue
"I have an issue when trying to pay with card, how can I notify it?",PAYMENT,payment_issue
"i need help removing my fucking user account, please",ACCOUNT,delete_account
